name,municipality,code,coordinates
Banfora Airport,Banfora,BNR,"-4.7170000076293945, 10.682999610900879"
Dedougou Airport,Dedougou,DGU,"-3.490000009536743, 12.458999633789062"
Gaoua Airport,Gaoua,XGA,"-3.163454, 10.384059"
Nouna Airport,Nouna,XNU,"-3.867000103, 12.75"
Bobo Dioulasso Airport,Bobo Dioulasso,BOY,"-4.33096981048584, 11.160099983215332"
Tougan Airport,Tougan,TUQ,"-3.066999912261963, 13.067000389099121"
Diebougou Airport,Diebougou,XDE,"-3.25, 10.949999809265137"
Aribinda Airport,Aribinda,XAR,"-0.883000016212, 14.217000007600001"
Kotoka International Airport,Accra,ACC,"-0.16678600013256073, 5.605189800262451"
Fishermans Airfield,Daugo Island,DGG,"147.0505, -9.5128"
Tamale Airport,Tamale,TML,"-0.8632140159606934, 9.55718994140625"
Dandugama Seaplane Base,Colombo,DGM,"79.8721, 7.1079"
Kumasi Airport,Kumasi,KMS,"-1.5908199548721313, 6.714560031890869"
Sunyani Airport,Sunyani,NYI,"-2.3287599086761475, 7.361830234527588"
Takoradi Airport,Sekondi-Takoradi,TKD,"-1.7747600078582764, 4.896059989929199"
Deer Harbor SPB,Deer Harbor,DHB,"-123.002777778, 48.6166666667"
Dalnegorsk Airport,Dalnegorsk,DHG,"135.490005, 44.558748"
Aboisso Airport,Aboisso,ABO,"-3.234722, 5.461944"
Port Bouet Airport,Abidjan,ABJ,"-3.9262900352478027, 5.261390209197998"
Abengourou Airport,Abengourou,OGO,"-3.4702799320220947, 6.715559959411621"
Boundiali Airport,Boundiali,BXI,"-6.4670000076293945, 9.532999992370605"
BouakÃ© Airport,,BYK,"-5.073669910430908, 7.738800048828125"
Bouna Airport,Bouna,BQO,"-3.025279998779297, 9.27750015258789"
Soko Airport,Bondoukou,BDK,"-2.7619400024414062, 8.017219543457031"
Dimbokro Airport,Dimbokro,DIM,"-4.640560150146484, 6.651669979095459"
Daloa Airport,,DJO,"-6.473189830780029, 6.792809963226318"
Ferkessedougou Airport,Ferkessedougou,FEK,"-5.1833333, 9.6"
Gagnoa Airport,Gagnoa,GGN,"-5.949999809265137, 6.132999897003174"
Guiglo Airport,Guiglo,GGO,"-7.526847, 6.534711"
Nero-Mer Airport,Grand-BÃ©rÃ©by,BBV,"-6.923961639400001, 4.64341306686"
Korhogo Airport,Korhogo,HGO,"-5.55666017532, 9.38718032837"
Man Airport,,MJC,"-7.58735990524292, 7.272069931030273"
Odienne Airport,Odienne,KEO,"-7.566999912261963, 9.5"
Ouango Fitini Airport,Ouango Fitini,OFI,"-4.050000190734863, 9.600000381469727"
Seguela Airport,Seguela,SEO,"-6.710830211639404, 7.968329906463623"
San Pedro Airport,,SPY,"-6.660820007324219, 4.746719837188721"
Sassandra Airport,Sassandra,ZSS,"-6.132780075073242, 4.928329944610596"
Tabou Airport,Tabou,TXU,"-7.362728118896484, 4.437809467315674"
Mahana Airport,Touba,TOZ,"-7.674, 8.2934"
Mawella Lagoon Seaplane Base,Dickwella,DIW,"80.733129, 5.990192"
Yamoussoukro Airport,Yamoussoukro,ASK,"-5.36558008194, 6.9031701088"
Dalnerechensk Airport,Dalnerechensk,DLR,"133.7363, 45.8783"
Katsina Airport,Katsina,DKA,"7.660449981689999, 13.007800102200001"
Nnamdi Azikiwe International Airport,Abuja,ABV,"7.263169765472412, 9.006790161132812"
Akwa Ibom International Airport,Uyo,QUO,"8.093, 4.8725"
Akure Airport,Akure,AKR,"5.3010101318359375, 7.246739864349365"
Asaba International Airport,Asaba,ABB,"6.665278, 6.204167"
Sir Abubakar Tafawa Balewa International Airport,Bauchi,BCU,"9.744, 10.482833"
Benin Airport,Benin,BNI,"5.5995001792907715, 6.316979885101318"
Margaret Ekpo International Airport,Calabar,CBQ,"8.347200393676758, 4.976019859313965"
Akanu Ibiam International Airport,Enegu,ENU,"7.561960220336914, 6.474269866943359"
Ibadan Airport,Ibadan,IBA,"3.97832989692688, 7.362460136413574"
Ilorin International Airport,Ilorin,ILR,"4.493919849395752, 8.440210342407227"
Sam Mbakwe International Airport,Owerri,QOW,"7.206029891967773, 5.427060127258301"
Yakubu Gowon Airport,Jos,JOS,"8.869050025939941, 9.639829635620117"
Kaduna Airport,Kaduna,KAD,"7.320109844207764, 10.696000099182129"
Mallam Aminu International Airport,Kano,KAN,"8.52462, 12.0476"
Maiduguri International Airport,Maiduguri,MIU,"13.080900192260742, 11.855299949645996"
Makurdi Airport,Makurdi,MDI,"8.61394, 7.70388"
Murtala Muhammed International Airport,Lagos,LOS,"3.321160078048706, 6.5773701667785645"
Minna Airport,Minna,MXJ,"6.462259769439697, 9.652170181274414"
Port Harcourt International Airport,Port Harcourt,PHC,"6.94959020614624, 5.0154900550842285"
Sadiq Abubakar III International Airport,Sokoto,SKO,"5.207190036773682, 12.916299819946289"
Yola Airport,Yola,YOL,"12.430399894714355, 9.257550239562988"
Zaria Airport,Zaria,ZAR,"7.68581, 11.1302"
Dorobisoro Airport,Dorobisoro,DOO,"147.920907, -9.461855"
Dios Airport,Dios,DOS,"154.9616, -5.5609"
Deer Park Airport,Deer Park,DPK,"-73.31, 40.76"
Deputatskiy Airport,Deputatskiy,DPT,"139.890012, 69.392503"
Dumpu Airport,Dumpu,DPU,"145.705, -5.858"
Saertu Airport,Daqing Shi,DQA,"125.140555556, 46.7463888889"
Maradi Airport,Maradi,MFQ,"7.1267499923706055, 13.5024995803833"
Diori Hamani International Airport,Niamey,NIM,"2.18361, 13.4815"
Tahoua Airport,Tahoua,THZ,"5.265359878540039, 14.875699996948242"
Mano Dayak International Airport,Agadez,AJY,"8.000109672546387, 16.965999603271484"
Arlit Airport,Arlit,RLT,"7.36595010757, 18.7903995514"
Zinder Airport,Zinder,ZND,"8.983759880065918, 13.779000282287598"
Dilasag Airport,Dilasag,DSG,"122.206805556, 16.445833333299998"
Tabarka 7 Novembre Airport,Tabarka,TBJ,"8.87693977355957, 36.97999954223633"
Monastir Habib Bourguiba International Airport,Monastir,MIR,"10.75469970703125, 35.75809860229492"
Tunis Carthage International Airport,Tunis,TUN,"10.22719955444336, 36.85100173950195"
Gafsa Ksar International Airport,Gafsa,GAF,"8.822500228881836, 34.422000885009766"
GabÃ¨s Matmata International Airport,GabÃ¨s,GAE,"10.103300094604492, 33.87689971923828"
Djerba Zarzis International Airport,Djerba,DJE,"10.775500297546387, 33.875"
El Borma Airport,El Borma,EBM,"9.254619598388672, 31.704299926757812"
Sfax Thyna International Airport,Sfax,SFA,"10.690999984741211, 34.71799850463867"
Tozeur Nefta International Airport,Tozeur,TOE,"8.110560417175293, 33.939701080322266"
Andavadoaka Airport,Andavadoaka,DVD,"43.259573, -22.06608"
Diyawanna Oya Seaplane Base,Kotte,DWO,"79.909, 6.906585"
Dywer Airbase,Camp Dwyer,DWR,"64, 31"
Lake Buena Vista STOLport,Walt Disney World,DWS,"-81.5712777778, 28.3994444444"
Niamtougou International Airport,Niamtougou,LRL,"1.091249942779541, 9.767330169677734"
LomÃ©-Tokoin Airport,LomÃ©,LFW,"1.2545100450515747, 6.165609836578369"
Elenak Airport,Mejato Island,EAL,"166.847777778, 9.319305555560002"
Antwerp International Airport (Deurne),Antwerp,ANR,"4.46027994156, 51.1893997192"
Brussels Airport,Brussels,BRU,"4.48443984985, 50.901401519800004"
Brussels South Charleroi Airport,Brussels,CRL,"4.45382, 50.459202"
Wevelgem Airport,Wevelgem,KJK,"3.20472002029, 50.817199707"
LiÃ¨ge Airport,LiÃ¨ge,LGG,"5.443220138549805, 50.63740158081055"
Ebon Airport,Ebon Atoll,EBO,"168.752, 4.5982"
Ostend-Bruges International Airport,Ostend,OST,"2.8622200489, 51.198898315399994"
Zoersel (Oostmalle) Airfield,Zoersel,OBL,"4.75333, 51.264702"
MÃ©ndez Airport,Santiago de MÃ©ndez,MZD,"-78.31670379638672, -2.733330011367798"
Edna Bay Seaplane Base,Edna Bay,EDA,"-133.661012, 55.949653"
Altenburg-Nobitz Airport,Altenburg,AOC,"12.506389, 50.981945"
Heringsdorf Airport,Heringsdorf,HDF,"14.152299881, 53.8787002563"
Riesa-GÃ¶hlis Airport,Riesa,IES,"13.3561105728, 51.2936096191"
Rechlin-LÃ¤rz Airport,LÃ¤rz,REB,"12.7522220612, 53.306388855"
Cochstedt Airport,Magdeburg,CSO,"11.42029953, 51.8563995361"
Barth Airport,,BBH,"12.710515, 54.338253"
"Magdeburg ""City"" Airport",Magdeburg,ZMG,"11.626389, 52.073612"
Neubrandenburg Airport,Neubrandenburg,FNB,"13.306, 53.6022"
Cottbus-Drewitz Airport,Cottbus,CBU,"14.531944, 51.889442"
Flugplatz GÃ¼ttin / RÃ¼gen,RÃ¼gen,GTI,"13.325556, 54.383331"
KÃ¶then Airport,KÃ¶then,KOQ,"11.952777862500001, 51.7211112976"
PeenemÃ¼nde Airport,PeenemÃ¼nde,PEF,"13.774443626399998, 54.1577796936"
Berlin-SchÃ¶nefeld Airport,Berlin,SXF,"13.5225, 52.380001"
Dresden Airport,Dresden,DRS,"13.767200469970703, 51.1328010559082"
Erfurt Airport,Erfurt,ERF,"10.958100318908691, 50.979801177978516"
Frankfurt am Main Airport,Frankfurt am Main,FRA,"8.570556, 50.033333"
MÃ¼nster OsnabrÃ¼ck Airport,MÃ¼nster,FMO,"7.68483018875, 52.134601593"
Hamburg Airport,Hamburg,HAM,"9.9882297515869, 53.630401611328"
Berlin Tempelhof International Airport,Berlin,THF,"13.4039, 52.473"
Cologne Bonn Airport,Cologne,CGN,"7.1427397728, 50.8658981323"
DÃ¼sseldorf Airport,DÃ¼sseldorf,DUS,"6.76678, 51.289501"
Munich Airport,Munich,MUC,"11.7861, 48.353802"
Nuremberg Airport,Nuremberg,NUE,"11.078056, 49.498699"
Leipzig/Halle Airport,Leipzig,LEJ,"12.236389, 51.423889"
SaarbrÃ¼cken Airport,SaarbrÃ¼cken,SCN,"7.10950994492, 49.214599609400004"
Stuttgart Airport,Stuttgart,STR,"9.22196006775, 48.689899444599995"
Berlin-Tegel Airport,Berlin,TXL,"13.2877, 52.5597"
Hannover Airport,Hannover,HAJ,"9.685079574580001, 52.461101532"
Bremen Airport,Bremen,BRE,"8.78666973114, 53.0475006104"
Frankfurt-Hahn Airport,Frankfurt am Main,HHN,"7.26389, 49.9487"
Mannheim-City Airport,Mannheim,MHG,"8.514167, 49.473057"
Eisenach-Kindel Airport,Eisenach,EIB,"10.47973, 50.991604"
Siegerland Airport,,SGE,"8.082969665527344, 50.707698822021484"
Hamburg-Finkenwerder Airport,Hamburg,XFW,"9.835556030273438, 53.5352783203125"
Kiel-Holtenau Airport,Kiel,KEL,"10.145277976989746, 54.37944412231445"
LÃ¼beck Blankensee Airport,LÃ¼beck,LBC,"10.7192001343, 53.8054008484"
NeumÃ¼nster Airport,NeumÃ¼nster,EUM,"9.941389083862305, 54.079444885253906"
Memmingen Allgau Airport,Memmingen,FMM,"10.2395000458, 47.988800048799995"
Aachen-MerzbrÃ¼ck Airport,Aachen,AAH,"6.186389, 50.823055"
Bonn-Hangelar Airport,Bonn,BNJ,"7.16333293915, 50.7688903809"
Essen Mulheim Airport,,ESS,"6.9373297691345215, 51.40230178833008"
Bielefeld Airport,Bielefeld,BFE,"8.544444, 51.964722"
MÃ¶nchengladbach Airport,MÃ¶nchengladbach,MGL,"6.504444, 51.230278"
Paderborn Lippstadt Airport,Paderborn,PAD,"8.616319656369999, 51.614101409899995"
Weeze Airport,Weeze,NRN,"6.14216995239, 51.6024017334"
Dortmund Airport,Dortmund,DTM,"7.61223983765, 51.51829910279999"
Augsburg Airport,Augsburg,AGB,"10.931667, 48.425278"
Oberpfaffenhofen Airport,,OBF,"11.2831, 48.081402"
Straubing Airport,Straubing,RBM,"12.516667366027832, 48.90083312988281"
Friedrichshafen Airport,Friedrichshafen,FDH,"9.51148986816, 47.671298980699994"
Schwerin Parchim Airport,,SZW,"11.7834, 53.426998"
Bayreuth Airport,Bayreuth,BYU,"11.64, 49.985001"
Burg Feuerstein Airport,Ebermannstadt,URD,"11.133610725403, 49.794166564941"
Giebelstadt Airport,Giebelstadt,GHF,"9.966388702390002, 49.6480560303"
Hof-Plauen Airport,Hof,HOQ,"11.856389045715332, 50.288612365722656"
Bitburg Airport,Bitburg,BBJ,"6.565, 49.945278"
ZweibrÃ¼cken Airport,ZweibrÃ¼cken,ZQW,"7.40056, 49.2094"
Karlsruhe Baden-Baden Airport,Baden-Baden,FKB,"8.08049964905, 48.7793998718"
Donaueschingen-Villingen Airport,Donaueschingen,ZQL,"8.52222156525, 47.97333145139999"
Lahr Airport,,LHA,"7.82772016525, 48.3693008423"
Braunschweig-Wolfsburg Airport,Braunschweig,BWE,"10.5561, 52.319199"
Kassel-Calden Airport,Kassel,KSF,"9.384967, 51.417273"
Bremerhaven Airport,Bremerhaven,BRV,"8.572778, 53.506943"
Lemwerder Airport,Lemwerder,XLW,"8.62444, 53.144699"
Emden Airport,Emden,EME,"7.2275, 53.391109"
Wangerooge Airport,Wangerooge,AGE,"7.913888931274414, 53.782779693603516"
Wilhelmshaven-Mariensiel Airport,Wilhelmshaven,WVN,"8.05222225189209, 53.502220153808594"
Juist Airport,Juist,JUI,"7.055832862854004, 53.68111038208008"
Langeoog Airport,Langeoog,LGO,"7.497777938842773, 53.74250030517578"
Borkum Airport,Borkum,BMK,"6.709167, 53.59639"
Norden-Norddeich Airport,Norddeich,NOD,"7.19027805328, 53.633056640599996"
Varrelbusch Airport,Cloppenburg,VAC,"8.040556, 52.908333"
Norderney Airport,Norderney,NRD,"7.23, 53.706944"
Baltrum Airport,Baltrum,BMR,"7.373332977294922, 53.72472381591797"
Heide-BÃ¼sum Airport,BÃ¼sum,HEI,"8.90166664124, 54.153331756600004"
Flensburg-SchÃ¤ferhaus Airport,Flensburg,FLF,"9.378889083862305, 54.77333450317383"
Helgoland-DÃ¼ne Airport,Helgoland,HGL,"7.91583299637, 54.185279846200004"
Husum-Schwesing Airport,Husum,QHU,"9.138333320620001, 54.5099983215"
St. Peter-Ording Airport,Sankt Peter-Ording,PSH,"8.686944007873535, 54.30888748168945"
Westerland Sylt Airport,Westerland,GWT,"8.34047031403, 54.9132003784"
Wyk auf FÃ¶hr Airport,Wyk auf FÃ¶hr,OHR,"8.528332710266113, 54.684444427490234"
KÃ¤rdla Airport,KÃ¤rdla,KDL,"22.830699920654297, 58.99079895019531"
Kuressaare Airport,Kuressaare,URE,"22.50950050354004, 58.22990036010742"
PÃ¤rnu Airport,PÃ¤rnu,EPU,"24.47279930114746, 58.41899871826172"
Lennart Meri Tallinn Airport,Tallinn,TLL,"24.832799911499997, 59.41329956049999"
Tartu Airport,Tartu,TAY,"26.690399169900004, 58.3074989319"
Enontekio Airport,Enontekio,ENF,"23.424299240112, 68.362602233887"
Efogi Airport,Efogi,EFG,"147.659805556, -9.15380555556"
Halli Airport,Halli / Kuorevesi,KEV,"24.786686, 61.856039"
Helsinki Malmi Airport,Helsinki,HEM,"25.042800903320312, 60.254600524902344"
Helsinki Vantaa Airport,Helsinki,HEL,"24.963300704956, 60.317199707031"
HyvinkÃ¤Ã¤ Airfield,HyvinkÃ¤Ã¤,HYV,"24.8810997009, 60.6543998718"
Kitee Airport,,KTQ,"30.073601, 62.1661"
Ivalo Airport,Ivalo,IVL,"27.405300140381, 68.607299804688"
Joensuu Airport,Joensuu / Liperi,JOE,"29.607500076294, 62.662899017334"
Jyvaskyla Airport,JyvÃ¤skylÃ¤n Maalaiskunta,JYV,"25.678300857544, 62.399501800537"
Kauhava Airport,Kauhava,KAU,"23.051399, 63.127102"
Kemi-Tornio Airport,Kemi / Tornio,KEM,"24.582099914551, 65.778701782227"
Kajaani Airport,Kajaani,KAJ,"27.692399978638, 64.285499572754"
Kauhajoki Airport,,KHJ,"22.3931007385, 62.4625015259"
Kokkola-Pietarsaari Airport,Kokkola / Kruunupyy,KOK,"23.143100738525, 63.721199035645"
Kuusamo Airport,Kuusamo,KAO,"29.239400863647, 65.987602233887"
KittilÃ¤ Airport,KittilÃ¤,KTT,"24.846799850464, 67.700996398926"
Kuopio Airport,Kuopio / SiilinjÃ¤rvi,KUO,"27.797800064087, 63.007099151611"
Lahti Vesivehmaa Airport,,QLF,"25.693501, 61.144199"
Lappeenranta Airport,Lappeenranta,LPP,"28.144743, 61.044601"
Mariehamn Airport,,MHQ,"19.898199081421, 60.122200012207"
Mikkeli Airport,Mikkeli,MIK,"27.201799, 61.6866"
Oulu Airport,Oulu / Oulunsalo,OUL,"25.354600906372, 64.930099487305"
Pori Airport,Pori,POR,"21.799999237061, 61.461700439453"
Rovaniemi Airport,Rovaniemi,RVN,"25.830400466919, 66.564796447754"
Savonlinna Airport,Savonlinna,SVL,"28.945100784302, 61.943099975586"
SeinÃ¤joki Airport,SeinÃ¤joki / Ilmajoki,SJY,"22.8323, 62.692101"
Sodankyla Airport,Sodankyla,SOT,"26.6191005707, 67.3949966431"
Tampere-Pirkkala Airport,Tampere / Pirkkala,TMP,"23.604400634766, 61.414100646973"
Turku Airport,Turku,TKU,"22.262800216675, 60.514099121094"
Utti Air Base,Utti / Valkeala,UTI,"26.938400268555, 60.89640045166"
Vaasa Airport,Vaasa,VAA,"21.762199401855, 63.050701141357"
Varkaus Airport,Varkaus / Joroinen,VRK,"27.868600845337, 62.171100616455"
Ylivieska Airfield,,YLI,"24.7252778, 64.0547222"
Abu Rudeis Airport,Abu Rudeis,AUE,"33.20249938964844, 28.89900016784668"
Belfast International Airport,Belfast,BFS,"-6.2158298492399995, 54.6575012207"
St Angelo Airport,Enniskillen,ENK,"-7.651669979095459, 54.39889907836914"
George Best Belfast City Airport,Belfast,BHD,"-5.872499942779541, 54.618099212646484"
City of Derry Airport,Derry,LDY,"-7.161109924316406, 55.04280090332031"
Birmingham International Airport,Birmingham,BHX,"-1.74802994728, 52.453899383499994"
Coventry Airport,Coventry,CVT,"-1.4797199964499999, 52.3697013855"
Gloucestershire Airport,Staverton,GLO,"-2.167220115661621, 51.89419937133789"
Sywell Aerodrome,Northampton,ORM,"-0.7930560112, 52.305301666300004"
Nottingham Airport,Nottingham,NQT,"-1.0791699886322021, 52.91999816894531"
Cotswold Airport,Kemble,GBA,"-2.05694, 51.668095"
Manchester Airport,Manchester,MAN,"-2.2749500274658203, 53.35369873046875"
Robin Hood Doncaster Sheffield Airport,Doncaster,DSA,"-1.01065635681, 53.4805378105"
Upavon Aerodrome,Upavon,UPV,"-1.7820199728, 51.2862014771"
RAF Lyneham,Lyneham,LYE,"-1.99343, 51.5051"
RNAS Yeovilton,Yeovil,YEO,"-2.638819932937622, 51.0093994140625"
Campbeltown Airport,Campbeltown,CAL,"-5.686389923095703, 55.437198638916016"
Eday Airport,Eday,EOI,"-2.7722198963165283, 59.19060134887695"
Fair Isle Airport,Fair Isle,FIE,"-1.628059983253479, 59.53580093383789"
Whalsay Airport,Whalsay,WHS,"-0.9255560040473938, 60.377498626708984"
Coll Airport,Coll Island,COL,"-6.61778020859, 56.6018981934"
North Ronaldsay Airport,North Ronaldsay,NRL,"-2.43443989754, 59.3675003052"
Oban Airport,North Connel,OBN,"-5.399670124053955, 56.4635009765625"
Papa Westray Airport,Papa Westray,PPW,"-2.9002799987800003, 59.351699829100006"
Stronsay Airport,Stronsay,SOY,"-2.64139008522, 59.1553001404"
Sanday Airport,Sanday,NDY,"-2.576669931411743, 59.250301361083984"
Lerwick / Tingwall Airport,Lerwick,LWK,"-1.24361002445, 60.192199707"
Westray Airport,Westray,WRY,"-2.95000004768, 59.3502998352"
Colonsay Airstrip,Colonsay,CSA,"-6.24306, 56.057499"
Haverfordwest Airport,Haverfordwest,HAW,"-4.9611101150512695, 51.833099365234375"
Cardiff International Airport,Cardiff,CWL,"-3.343329906463623, 51.39670181274414"
Swansea Airport,Swansea,SWS,"-4.0678300857543945, 51.60530090332031"
Bristol Airport,Bristol,BRS,"-2.71909, 51.382702"
Liverpool John Lennon Airport,Liverpool,LPL,"-2.849720001220703, 53.33359909057617"
London Luton Airport,London,LTN,"-0.36833301186561584, 51.874698638916016"
Land's End Airport,Land's End,LEQ,"-5.67056, 50.102798"
Plymouth City Airport,Plymouth,PLH,"-4.10583, 50.422798"
St. Mary's Airport,St. Mary's,ISC,"-6.291669845581055, 49.913299560546875"
Bournemouth Airport,Bournemouth,BOH,"-1.8424999713897705, 50.779998779296875"
Southampton Airport,Southampton,SOU,"-1.3567999601364136, 50.95029830932617"
Bembridge Airport,Bembridge,BBP,"-1.10943996906, 50.6781005859"
Penzance Heliport,Penzance,PZE,"-5.51845, 50.128101"
Newquay Cornwall Airport,Newquay,NQY,"-4.995409965515137, 50.44060134887695"
Goodwood Aerodrome,Chichester,QUG,"-0.759167, 50.859402"
Alderney Airport,Saint Anne,ACI,"-2.21472, 49.706104"
Guernsey Airport,Saint Peter Port,GCI,"-2.6019699573516846, 49.435001373291016"
Jersey Airport,Saint Helier,JER,"-2.195509910583496, 49.20790100097656"
Shoreham Airport,Brighton,ESH,"-0.297222, 50.835602"
London Biggin Hill Airport,London,BQH,"0.0324999988079, 51.33079910279999"
London Gatwick Airport,London,LGW,"-0.190278, 51.148102"
RAF West Malling,West Malling,WEM,"0.4, 51.27"
Redhill Aerodrome,Redhill,KRH,"-0.138611003757, 51.2136001587"
London City Airport,London,LCY,"0.055278, 51.505299"
Farnborough Airport,Farnborough,FAB,"-0.776332974434, 51.2757987976"
Blackbushe Airport,Yateley,BBS,"-0.8475000262260437, 51.32389831542969"
London Heathrow Airport,London,LHR,"-0.461941, 51.4706"
Southend Airport,Southend,SEN,"0.6955559849739075, 51.5713996887207"
Lydd Airport,"Lydd, Ashford",LYX,"0.9391670227050781, 50.95610046386719"
Kent International Airport,Manston,MSE,"1.34611, 51.342201"
Lympne Airport,Ashford,LYM,"1.013, 51.08"
Carlisle Airport,Carlisle,CAX,"-2.8091700077056885, 54.9375"
Blackpool International Airport,Blackpool,BLK,"-3.0286099910736084, 53.77170181274414"
Humberside Airport,Grimsby,HUY,"-0.350832998752594, 53.57440185546875"
Barrow Walney Island Airport,Barrow-in-Furness,BWF,"-3.2675, 54.1286111"
Leeds Bradford Airport,Leeds,LBA,"-1.6605700254440308, 53.86589813232422"
Warton Aerodrome,Warton,WRT,"-2.88306, 53.745098"
Hawarden Airport,Hawarden,CEG,"-2.9777801036834717, 53.1781005859375"
Isle of Man Airport,Castletown,IOM,"-4.623889923095703, 54.08330154418945"
Newcastle Airport,Newcastle,NCL,"-1.6916699409484863, 55.037498474121094"
Durham Tees Valley Airport,Durham,MME,"-1.4294099807739258, 54.50920104980469"
East Midlands Airport,Nottingham,EMA,"-1.32806003094, 52.8311004639"
Anglesey Airport,Angelsey,VLY,"-4.53533983231, 53.2481002808"
Kirkwall Airport,Orkney Islands,KOI,"-2.9049999713897705, 58.957801818847656"
Sumburgh Airport,Lerwick,LSI,"-1.2955600023269653, 59.87889862060547"
Wick Airport,Wick,WIC,"-3.09306001663208, 58.458900451660156"
Aberdeen Dyce Airport,Aberdeen,ABZ,"-2.197779893875122, 57.201900482177734"
Inverness Airport,Inverness,INV,"-4.047500133514404, 57.54249954223633"
Glasgow International Airport,Glasgow,GLA,"-4.43306, 55.871899"
Edinburgh Airport,Edinburgh,EDI,"-3.372499942779541, 55.95000076293945"
